object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,
Telkomsel,'1068705058747904000,01/12/2018 10:15,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@majingki948 Baik, silakan cek dan interaksi selanjutnya via DM. Tks. -Leon,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068705058747904000,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068704040291201024,'1655597730,,,"[{""id"":""\\""1655597730\\"""",""name"":""\\""majingki948\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068704897518817280,01/12/2018 10:14,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@kukuhbprasetyo_ Sama-sama, Mas Kukuh. apakah ada yang bisa dibantu kembali seputar produk dan layanan Telkomsel ? -Key,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068704897518817280,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: http://facebook.com/telkomsel, & http://youtube.com/telkomsel.,'1068703634001604608,'1116405013,,,"[{""id"":""\\""1116405013\\"""",""name"":""\\""kukuhbprasetyo_\\""""}]",1374370,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health"",""book""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068704768099414016,01/12/2018 10:14,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@OnneL76 [1] Selamat pagi, Mas Kornelius. Mohon maaf atas keluhan jaringan yang dialami. Silakan infokan: 1. Nomor,… https://t.co/lDZjf2u7e1,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068704768099414016,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068703069246939136,'553338203,,,"[{""id"":""\\""553338203\\"""",""name"":""\\""OnneL76\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068704882968813568,01/12/2018 10:14,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@OnneL76 [2] rahasia data terjaga. Terima kasih. -Reva https://t.co/TQOtR8EsXb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068704882968813568,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068703069246939136,'553338203,,,"[{""id"":""\\""553338203\\"""",""name"":""\\""OnneL76\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'2111013948953368_2111026348952128,01/12/2018 10:14,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Lukman. Terima kasih atas saran yang diberikan hal ini akan menjadi feedback dan bahan evaluasi bagi Telkomsel demi meningkatkan kualitas dan layanan kepada pelanggan. Semoga tetap bisa menggunakan layanan Telkomsel :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111013948953368_2111026348952128,,'157697287618387_2111013948953368,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068704614210449408,01/12/2018 10:13,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@_ruwhan  Baik, Mas Rully. Berkenan menunggu konfirmasi selanjutnya via DM.  Terima kasih. -Nona,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068704614210449408,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068703529877917696,'122705767,,,"[{""id"":""\\""122705767\\"""",""name"":""\\""_ruwhan\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2110993562288740_2111024402285656,01/12/2018 10:12,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Sama-sama, Mas Arif. Terima kasih juga telah berinteraksi dengan kami. Silakan hubungi kembali apabila ada hal lain yang ingin ditanyakan terkait produk atau layanan Telkomsel. Sukses selalu dan selamat beraktivitas kembali :) -Qilla,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110993562288740_2111024402285656,,'157697287618387_2110993562288740,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'2111021955619234_2111024842285612,01/12/2018 10:12,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat pagi, Mas Soni. Mohon maaf atas ketidaknyamanan yang dialami. Terkait kendala akses aplikasi MyTelkomsel pada HP dan website MyTelkomsel, silakan clear cache dan mencoba kembali. Infokan data berikut: 1. Nomor yang digunakan, 2. Waktu dan tanggal kejadian, 3. Capture tampilan yang di dapat pada aplikasi MyTelkomsel via inbox agar dapat dibantu cek lebih lanjut dan kerahasiaan data terjaga. Ketika sudah memasuki inbox akan disapa oleh Veronika Personal Assistant. Posting nomor HP sebanyak 2x agar dapat terhubung dengan Officer. Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111021955619234_2111024842285612,,'157697287618387_2111021955619234,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,
Telkomsel,'2110761488978614_2111023095619120,01/12/2018 10:10,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Akbar. Silakan infokan pertanyaan atau keluhan seputar produk dan layanan Telkomsel melalui feed atau inbox agar dapat dibantu solusi yang tepat. Terima kasih :) -Vetra,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110761488978614_2111023095619120,,'157697287618387_2110761488978614,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'2110993562288740_2111020912286005,01/12/2018 10:07,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Terima kasih telah menunggu. Mengenai lokasi GraPARI di Jakarta pusat dapat mengunjungi GraPARI yang berada di mall yaitu GraPARI mall Grand Indonesia Lt.5, Jl. M.H Thamrin No.1 Jakarta Pusat. Jam operasional buka setiap hari : Senin-Jumat (10:00-21:00), Sabtu (10:00-21:00), Minggu (10:00-21:00), Libur Nasional (10:00-21:00). Info lengkap dapat dilihat melalui https://www.telkomsel.com/contact-us/my-grapari :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110993562288740_2111020912286005,,'157697287618387_2110993562288740,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,
Telkomsel,'2111013948953368_2111019542286142,01/12/2018 10:06,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Lukman. Apakah ada yang bisa dibantu kembali mengenai seputar produk dan layanan Telkomsel? :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111013948953368_2111019542286142,,'157697287618387_2111013948953368,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068701823937085440,01/12/2018 10:02,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@JunaWook Baik, jika begitu. Senang mendengar kendala sudah terselesaikan. Terima kasih kesetiaanya menggunakan  pr… https://t.co/LK00wU02gW,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068701823937085440,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068665930224349184,'1026373048377569280,,,"[{""id"":""\\""1026373048377569280\\"""",""name"":""\\""JunaWook\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111013948953368_2111016808953082,01/12/2018 10:02,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Lukman. Mohon maaf atas ketidaknyamanan yang dialami. Terkait cek penggunaan trafik paket data, silakan cek pada settingan HP di menu Data Usage. Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111013948953368_2111016808953082,,'157697287618387_2111013948953368,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068701684610752514,01/12/2018 10:01,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@majingki948  Pagi, Mbak Riri. Mohon maaf atas kendala registrasi, informasikan nomor yg akan registrasikan &amp keter… https://t.co/Q6Injggrga,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068701684610752514,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068700719815872518,'1655597730,,,"[{""id"":""\\""1655597730\\"""",""name"":""\\""majingki948\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068701300920004608,01/12/2018 10:00,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'Saksikan keseruan pertandingan Indonesian Basketball League (IBL) di channel UseePrime TV dalam aplikasi MAXstream,… https://t.co/UwLgrlqETI,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068701300920004608,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,,,,,[],1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068700797431619584,01/12/2018 9:58,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@caesarpackage Hai. Mohon maaf atas ketidaknyamananya. Mengenai kendala jaringan, infokan nomor, waktu kejadian, ti… https://t.co/31tFW5L8Af,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068700797431619584,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068665147479080961,'907118613009539073,,,"[{""id"":""\\""907118613009539073\\"""",""name"":""\\""caesarpackage\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,
Telkomsel,'2110993562288740_2111013275620102,01/12/2018 9:58,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Terima kasih untuk data yang diberikan. Saya bantu cek terlebih dahulu. Mohon menunggu :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110993562288740_2111013275620102,,'157697287618387_2110993562288740,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,
Telkomsel,'2110980972289999_2111008712287225,01/12/2018 9:55,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Terima kasih sudah berkenan menunggu, Mbak Regina. Saya cek di nomor 6282223145xxx status kartu aktif dan pada tanggal 1 Desember 2018 terdapat pengisian ulang pulsa dengan nominal Rp5000, silakan infokan data berikut via inbox agar dibantu koordinasikan ke tim terkait kami dan kerahasiaan data tetap terjaga: 1. Nominal pengisian ulang pulsa terakhir, atau 2. Tanggal pengisian ulang pulsa terakhir. Ketika sudah mengirimkan data via inbox akan tersambung dengan Veronika Virtual Asisstant. Silakan posting nomor HP sebanyak 2 -3 kali agar terhubung dengan officer kembali  :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110980972289999_2111008712287225,,'157697287618387_2110980972289999,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,
Telkomsel,'2110993562288740_2111007692287327,01/12/2018 9:54,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Arif. Apakah yang dimaksud alamat GraPARI Telkomsel? Jika benar, silakan infokan lokasi detail agar dapat dibantu pengecekan lebih lanjut. Terima kasih :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110993562288740_2111007692287327,,'157697287618387_2110993562288740,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'2110993562288740_2111007942287302,01/12/2018 9:54,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Arif. Silakan infokan detail lokasi kota saat ini berada agar dapat dibantu cek jam operasional GraPARI terdekat. Terima kasih :) -Vetra,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110993562288740_2111007942287302,,'157697287618387_2110993562288740,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'2110993562288740_2111003015621128,01/12/2018 9:49,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Arif. Untyk ganti kartu hilang, apabila KTP yang dimiliki hilang bisa dengan membawa Resi atau KTP sementara atau surat kehilangan dari kepolisian jika KTP hilang. Terima kasih :) -Qilla,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110993562288740_2111003015621128,,'157697287618387_2110993562288740,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068697731714011137,01/12/2018 9:46,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@digintro Baik, apabila yang dimaksud akses internet menggunakan Wifi pada lokasi yang ter-cover Flashzone Seamless… https://t.co/6K38OzTmrt,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068697731714011137,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068696770849304576,'836417769386074113,,,"[{""id"":""\\""836417769386074113\\"""",""name"":""\\""digintro\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068697707080871936,01/12/2018 9:46,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Joe_Haan @TCASH_ID [2] membawa KTP asli yang berlaku, SIM card, dan proses tidak dapat diwakilkan. Info alamat dan… https://t.co/RO2lT1rLTq,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068697707080871936,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068696130337169408,'117283469,,,"[{""id"":""\\""117283469\\"""",""name"":""\\""Joe_Haan\\""""},{""id"":""\\""3195998996\\"""",""name"":""\\""TCASH_ID\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068697524238577664,01/12/2018 9:45,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@alasyari13  Pagi, Mas Lukman. Mohon maaf atas kendala tidak bisa login aplikasi T-Wallet, infokan nomor via DM aga… https://t.co/H4TzZY4gMJ,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068697524238577664,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068696731255107584,'76385197,,,"[{""id"":""\\""76385197\\"""",""name"":""\\""alasyari13\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068697669315379202,01/12/2018 9:45,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Joe_Haan  [1] Waalaikumsalam, Mas Joe. Mengenai ganti nomor TCASH dapat dilakukan dengan menonaktifkan terlebih da… https://t.co/f0eEBoTQSk,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068697669315379202,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068696130337169408,'117283469,,,"[{""id"":""\\""117283469\\"""",""name"":""\\""Joe_Haan\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068697224605970434,01/12/2018 9:44,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@voferlea [2] 1. Nomor yang digunakan, 2. Waktu dan tanggal kejadian, serta 3. Lokasi detail saat ini.  Berikut  li… https://t.co/6WDlIkXTUy,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068697224605970434,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068696327331045376,'101407192,,,"[{""id"":""\\""101407192\\"""",""name"":""\\""voferlea\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068697171170455557,01/12/2018 9:43,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@voferlea   [1] Selamat pagi, Mbak Voris. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan sinyal hila… https://t.co/vUxlRtVK4F,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068697171170455557,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068696327331045376,'101407192,,,"[{""id"":""\\""101407192\\"""",""name"":""\\""voferlea\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2110980972289999_2110996848955078,01/12/2018 9:43,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat pagi, Mbak Regina. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan pulsa berkurang, saya bantu cek terlebih dahulu, mohon ditunggu :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110980972289999_2110996848955078,,'157697287618387_2110980972289999,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,
Telkomsel,'1068696711822864386,01/12/2018 9:42,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@vjnazier   [1] Hai, Mas Acing. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak dapat akses int… https://t.co/S8QqxyV6VZ,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068696711822864386,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068694696409489409,'269107873,,,"[{""id"":""\\""269107873\\"""",""name"":""\\""vjnazier\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068696740885188608,01/12/2018 9:42,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@vjnazier [2] 5. Capture keterangan sinyal yang didapat agar dibantu cek dan kerahasiaan data terjaga. Terima kasih… https://t.co/XliQefC0th,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068696740885188608,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068694696409489409,'269107873,,,"[{""id"":""\\""269107873\\"""",""name"":""\\""vjnazier\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'2110993562288740_2110994935621936,01/12/2018 9:41,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Arif. ​Ganti kartu karena hilang dapat dilakukan di GraPARI terdekat dengan syarat: 1. Membawa KTP asli yang masih berlaku. Apabila belum memiliki KTP,  dapat diwakilkan oleh orang tua dengan syarat membawa KTP asli dan Kartu Keluarga (KK), 2. Proses tidak dapat diwakilkan, dan 3. Mengingat 3 nomor yang sering dihubungi. Info lengkap alamat GraPARI: https://www.telkomsel.com/contact-us/my-grapari. Terima kasih :) -Vetra,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110993562288740_2110994935621936,,'157697287618387_2110993562288740,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,
Telkomsel,'1068696079053377538,01/12/2018 9:39,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Gelmani25  Pagi, Mbak Sitti. Untuk T-Cash tidak bisa digunakan di XXI. Silakan gunakan di CGV. Info lengkap cek… https://t.co/g9MCwxxQMt,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068696079053377538,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068694226924318721,'153432858,,,"[{""id"":""\\""153432858\\"""",""name"":""\\""Gelmani25\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2110990738955689_2110993068955456,01/12/2018 9:39,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat pagi, Mas Hendra. Mohon maaf atas ketidaknyamanan yang dialami. Terkait kendala sinyal, silakan melakukan update lokasi terlebih dahulu, dengan cara: A. Android : Switch  manual network  pada menu mobile networks, pilih operator lain terlebih dahulu, kemudian pilih Telkomsel. B. iOS : Pilih settings - general - reset - reset network setting. Jika masih berkendala, infokan data-data berikut: 1. Nomor yang digunakan, 2. Waktu dan tanggal kejadian, 3. Lokasi detail via inbox agar dapat dibantu cek lebih lanjut dan kerahasiaan data terjaga. Ketika sudah memasuki inbox akan disapa oleh Veronika Personal Assistant. Posting nomor HP sebanyak 2x agar dapat terhubung dengan Officer. Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110990738955689_2110993068955456,,'157697287618387_2110990738955689,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,
Telkomsel,'1068694688285118465,01/12/2018 9:34,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@bagusws [2] agar dapat saya bantu cek juga privasi terjaga. Terima kasih :) -Aida  https://t.co/TQOtR8EsXb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068694688285118465,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068693946480488448,'114702033,,,"[{""id"":""\\""114702033\\"""",""name"":""\\""bagusws\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'1068694560094601216,01/12/2018 9:33,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@bagusws [1] Hai, Mas Bagus. Mohon maaf atas ketidaknyamanan yang dialami. Terkait kendala jaringan tidak stabil, s… https://t.co/w6SyYst8VR,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068694560094601216,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068693946480488448,'114702033,,,"[{""id"":""\\""114702033\\"""",""name"":""\\""bagusws\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2110980972289999_2110985918956171,01/12/2018 9:31,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat pagi, Mbak Regina. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan pulsa terpotong, silakan infokan : 1. Nomor, 2. Tanggal kejadian, 3. Pulsa awal dan akhir melalui inbox agar dapat dibantu pengecekan dan kerahasiaan data terjaga. Ketika sudah mengirimkan data via inbox akan tersambung ke Veronika Personal Assistent, silakan pilih kontak live agent agar bisa terhubung dengan Officer kembali. Terima kasih :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110980972289999_2110985918956171,,'157697287618387_2110980972289999,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'1068693070185545728,01/12/2018 9:27,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@dewiayuaprilian  Mohon maaf, saya bantu cek kembali mohon ditunggu respon selanjutnya via DM. Terima kasih. -Dira,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068693070185545728,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068691192643170305,'264717309,,,"[{""id"":""\\""264717309\\"""",""name"":""\\""dewiayuaprilian\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
