object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,
Motomobi ,'UgzN6_6E3vi2Ov5vnfF4AaABAg,29/12/2018 3:19,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCPTQTIMMpzgGJL6gRSjvtNQ,'Bima Satria BRacing Part,'Bima Satria BRacing Part,"'Moment paling keren disaat mekanik vs mekanik sepertinya jam terbang memang berpengaruh dn tertawa nanggungnya Om Mobi dimenjelang menit akhir. <a href=""http://www.youtube.com/results?search_query=%23lol"">#lol</a>",2,,[],'https://www.youtube.com/watch?v=UgzN6_6E3vi2Ov5vnfF4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzpsOI81-t66YlYQLZ4AaABAg,28/12/2018 16:18,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCfEhER1v4fTSAu_Iu2OrJ0w,'VIDIA GT,'VIDIA GT,'moment terakhir bikin gw belajar dr cara padang seseorang &quot losers focus on winners  winners focus on winning&quot <br />semua keren. .,2,2,,[],'https://www.youtube.com/watch?v=UgzpsOI81-t66YlYQLZ4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Motomobi ,'UgwZvVXDi5_jjB2raJF4AaABAg,29/12/2018 10:34,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCOigdEtny2OWOIzVyZmTd7g,'dwi pras,'dwi pras,'Njirr keren banget ni video ampe ke bawa suasananya wkwk,2,,[],'https://www.youtube.com/watch?v=UgwZvVXDi5_jjB2raJF4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzvIT3nyMK1j-h6r0l4AaABAg,28/12/2018 19:35,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UC-LWy54RlN1ArEt74epUoaQ,'kualatanjung indrapura tol,'kualatanjung indrapura tol,'nonton video ini bikin senyum senyum sendiri. keren parah.,2,,[],'https://www.youtube.com/watch?v=UgzvIT3nyMK1j-h6r0l4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgwEcByf2hJcpI0xUxJ4AaABAg,28/12/2018 21:49,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCcbV6sfF9EinjvV_NJOLy3A,'rizal kurniawan,'rizal kurniawan,'Om fitra eri ini bahasa penyampaiannya lugas dan jelas cocok jd guru bahasa dan sastra... perbendaharaan bahasanya mantap.,2,,[],'https://www.youtube.com/watch?v=UgwEcByf2hJcpI0xUxJ4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugw4upAM1FdtJQZxUw94AaABAg,28/12/2018 15:12,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UC_2B7b4-KFcGaAJF9hLqByw,'Ridwan Sopian,'Ridwan Sopian,'om turbo (om yongky) cool banget saat balap. santai<br />wkwkwkw<br /><br />dua dua nya mobil keren,2,,[],'https://www.youtube.com/watch?v=Ugw4upAM1FdtJQZxUw94AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgwT8eVSWRlfuifw-Dp4AaABAg,28/12/2018 15:19,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCFZnUaeqqAfp79HC4-3KFSQ,'teddy setiawan,'teddy setiawan,'Om turbo bisa keren gt yakk haha,2,,[],'https://www.youtube.com/watch?v=UgwT8eVSWRlfuifw-Dp4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugy4C1LAxgIx_6CQ9RF4AaABAg,28/12/2018 13:24,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCgZun8NgF1d1vFFuD95-IKg,'Dwi Putera,'Dwi Putera,"'Om Turbo dan Bang Akbar sama2 keren dan sama2 optimis pas geber mobil masing2. Bedanya cuma di ekspresi wajahnya aja. Salut buat <a href=""http://www.youtube.com/results?search_query=%23teamtubo"">#teamtubo</a> dan <a href=""http://www.youtube.com/results?search_query=%23teamN"">#teamN</a>/A",2,,[],'https://www.youtube.com/watch?v=Ugy4C1LAxgIx_6CQ9RF4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgywZoH9kA85a6Lenyl4AaABAg,29/12/2018 3:06,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCSQh08nqHd3z5yQBKL9frgw,'K 010 K,'K 010 K,'Om turbo keren abis cool abis mantapp,2,,[],'https://www.youtube.com/watch?v=UgywZoH9kA85a6Lenyl4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzrXmLE1PeXE0WEsZd4AaABAg,28/12/2018 18:20,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCWX6kjUszRssocpqPGPuH7Q,'Dwiky Daniel,'Dwiky Daniel,'OM TURBO KEREN ABIS Wahahahaha  Meskipun keduluan waktu start bisa di ASEPIN juga itu Mekanik lawan hahahaha... mantap om.,2,2,,[],'https://www.youtube.com/watch?v=UgzrXmLE1PeXE0WEsZd4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,
Motomobi ,'Ugz0RVlSuHWzUzzEwiZ4AaABAg,28/12/2018 0:45,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCGdVeIELNqxD5pYnc3nVqhg,'phang vian,'phang vian,'Om turbo...benar2 manusia keren...ini mah makan asam garam dunia otomotif ud byk... santai tanpa ekspresi berlebih...,2,,[],'https://www.youtube.com/watch?v=Ugz0RVlSuHWzUzzEwiZ4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgxnDEZDZCvxoPC9I3F4AaABAg,28/12/2018 17:14,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCFPObgoV3XD2x4PhvY-equg,'dikki kurniawan,'dikki kurniawan,'om yongki (om turbo) sumpah keren banget !! rapih dan in style balapan nya !,2,,[],'https://www.youtube.com/watch?v=UgxnDEZDZCvxoPC9I3F4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugxbawrt5AHC2BCYz8V4AaABAg,29/12/2018 2:08,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCmTy5c_JogE_8IRdYMrI1jg,'Fazri Muakhiru,'Fazri Muakhiru,"'Padahal om turbo startnya kaya kecolongan, tapi dapet aja pas finish.<br />Ini yang di sebut sejiwa mekanik dan projectnya... Mantap om �?�?�?�?<br /><br /><a href=""http://www.youtube.com/results?search_query=%23KamiSukaTurbo"">#KamiSukaTurbo</a>",2,,[],'https://www.youtube.com/watch?v=Ugxbawrt5AHC2BCYz8V4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugy5BqrXFKgtmPGU3X94AaABAg.8pN1-ZYSNb38pP8JcL48WO,28/12/2018 19:54,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCgcwLiXAdfa99Ziye402vOQ,'Iman Mauladani,'Iman Mauladani,'Padahal udah nyolong start duluan. Tetep aja kalah. Keren asli om turbo.,2,,[],'https://www.youtube.com/watch?v=Ugy5BqrXFKgtmPGU3X94AaABAg.8pN1-ZYSNb38pP8JcL48WO,,'Sk_9mjUfn6k,,,,[],0,0,4,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgyEqJ3Xcc0oog6KAQx4AaABAg,28/12/2018 15:02,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCYOaakZKoNupphD6my1Yx_Q,'faza pelo,'faza pelo,'paling keren pas drivernya om turbo sma akbar,2,,[],'https://www.youtube.com/watch?v=UgyEqJ3Xcc0oog6KAQx4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzZiCtct8tKQ6Sxhp54AaABAg,28/12/2018 12:36,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UC8gzHUPVB23zDa9jYHsDGYQ,'Jonathan Lolowang,'Jonathan Lolowang,'Parah...... <br />Keren ni vidio.👌,2,,[],'https://www.youtube.com/watch?v=UgzZiCtct8tKQ6Sxhp54AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgyakiDpPktg2-FMe9x4AaABAg,28/12/2018 19:51,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCgcwLiXAdfa99Ziye402vOQ,'Iman Mauladani,'Iman Mauladani,"'Pengalaman yang membuktikan. Keren om mobi and om turbo. Saya sangat menikmati video ini. Terimakasih telah menyajikan video yang berkualitas. <a href=""http://www.youtube.com/results?search_query=%23kamisukaturbo"">#kamisukaturbo</a> <a href=""http://www.youtube.com/results?search_query=%23sayasukamahmud"">#sayasukamahmud</a>",2,,[],'https://www.youtube.com/watch?v=UgyakiDpPktg2-FMe9x4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgxqOfUgJq36o4uwUHF4AaABAg,28/12/2018 13:19,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCHN4QMMs_BSWDNHowjgXHgw,'Bali baliku otomotif,'Bali baliku otomotif,'Pilih kuning depannya ahhhh... meski tanpa turbo. tapi merah belakngnya mantap.,2,,[],'https://www.youtube.com/watch?v=UgxqOfUgJq36o4uwUHF4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzE38qM74XotLGO4ah4AaABAg,29/12/2018 0:46,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCsNeJpyTEwiuEcUBZhcB4GQ,'CHANNEL BIASA,'CHANNEL BIASA,'sangat menghibur banget  keren kalian semua. Om Mobi,2, Arif dan Pak Fitra. good jobs,2,,[],'https://www.youtube.com/watch?v=UgzE38qM74XotLGO4ah4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,
Motomobi ,'Ugzm9d_cw7NpUjr_vGt4AaABAg,28/12/2018 1:27,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCw1pWfiDx7bRAvD7gBmj42g,'ridho achmad,'ridho achmad,'scene terkeren saat saat terakhir,2,,[],'https://www.youtube.com/watch?v=Ugzm9d_cw7NpUjr_vGt4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugxr35dqt6Kx1ZEUSWp4AaABAg,28/12/2018 21:16,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCRIdq5Mihsvh0WHYiiq0KkA,'Teguh Santoso,'Teguh Santoso,'Setuju ini video yg paling keren om�?�?,2,,[],'https://www.youtube.com/watch?v=Ugxr35dqt6Kx1ZEUSWp4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugy1CrpfNX_tm1Nes-x4AaABAg,28/12/2018 18:13,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCu17kDCeV0u59b2HlThz0mQ,'Insan Wijaya,'Insan Wijaya,'Siapa yg setuju Scene terakhir paling keren ..musik+editing ..apalagi muka om turbo yg cool abizz,2,,[],'https://www.youtube.com/watch?v=Ugy1CrpfNX_tm1Nes-x4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugwr-nmWZqSAezAy5v14AaABAg,28/12/2018 0:39,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UClBCKqjssE9rlxhGTIjMrAA,'Muhammad Arbii,'Muhammad Arbii,"'Sumpah dah ini video paling mantep, keren dah pokoknya di channel nya om mobi<br />Salut dah�?�?�?<br />Tapi gw tetep <a href=""http://www.youtube.com/results?search_query=%23TEAMNA"">#TEAMNA</a>",2,,[],'https://www.youtube.com/watch?v=Ugwr-nmWZqSAezAy5v14AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,3,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugx6qmiA47JAkJfD74Z4AaABAg,28/12/2018 11:50,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCy2oq7FS6yFaQ9Ct5hQjeDA,'saiful amar,'saiful amar,'Sumpah keren... tapi itu cost buat ngebangun mobil mulai dari beli mobilnya sampe jadi kaya gitu abis berapa ya .. ???,2,,[],'https://www.youtube.com/watch?v=Ugx6qmiA47JAkJfD74Z4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgxFUGjZnEI0HmwmtiB4AaABAg,29/12/2018 17:17,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCM2pSsSe5Yff5zhPCWCXLOw,'ADJMspeedshop vatarvape,'ADJMspeedshop vatarvape,'SUMPAH KERENNN MEKANIK VS MEKANIK MERINDING GUEEE....!!!! thx om turbo a.k.a OM TURBO 😊😊 KEEP HUMBLE OM,2,,[],'https://www.youtube.com/watch?v=UgxFUGjZnEI0HmwmtiB4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgwmHKGD09nDeBDepd14AaABAg,28/12/2018 7:22,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCo6sj7h8JG8V7kA-mmJjLTg,'Iqbal Syabani,'Iqbal Syabani,'Tahun mobil boleh tua  tapi tenaga turbo masih remaja. Good job buat om yongki,2, eternanya keren om.,2,,[],'https://www.youtube.com/watch?v=UgwmHKGD09nDeBDepd14AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,
Motomobi ,'UgzpbpFXeGacRJPFqsx4AaABAg,28/12/2018 20:13,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UC1DW_PRVPgxjCeGUyHeyZ1g,'Tori Priyatna,'Tori Priyatna,'Tapi estilo tanpa turbo mantap banget......,2,,[],'https://www.youtube.com/watch?v=UgzpbpFXeGacRJPFqsx4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzrjgsbXU0zpDrlTSR4AaABAg,28/12/2018 1:05,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCLJ5nrH0fBJ9l0LCXC4ztow,'Dono Dono,'Dono Dono,"'Terimakasih membuat waktu 27.05 menit kami tidak terbuang percuma, support terus buat youtbe motomobi, arifmuhammad, fitra eri, youtber yang membuat konten berkualitas dan seniat ini, maju terus youtber indonesia dengan konten berkualitas seperti ini, kami para subscriber selalu support chnel berkualitas seperti ini sukses terus om motomobi tv mantap �?<br /><a href=""http://www.youtube.com/results?search_query=%23kamisukaturbo"">#kamisukaturbo</a> <a href=""http://www.youtube.com/results?search_query=%23teamturbo"">#teamturbo</a> <a href=""http://www.youtube.com/results?search_query=%23teamna"">#teamna</a> <a href=""http://www.youtube.com/results?search_query=%23kamisukadiendra"">#kamisukadiendra</a>",2,,[],'https://www.youtube.com/watch?v=UgzrjgsbXU0zpDrlTSR4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgwnSUjKmXnTmKd4qPZ4AaABAg,28/12/2018 22:10,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCVhW7rwrFSv9xr4-QLZfC5g,'Yudi Ernawan,'Yudi Ernawan,'Terpaksa jempol... Emang keren video kali ini..,2,,[],'https://www.youtube.com/watch?v=UgwnSUjKmXnTmKd4qPZ4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgwgW-SAFj-tJHEbv_B4AaABAg,29/12/2018 20:56,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCRHWoGjp3QX1fclfkpDTkGA,'Giandra Rizki,'Giandra Rizki,'Udah sih keren banget ini video,2,,[],'https://www.youtube.com/watch?v=UgwgW-SAFj-tJHEbv_B4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzKr--vFHeX6F54u6h4AaABAg,28/12/2018 1:03,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCwXqpg7oaaXdVfQIBJry8Jg,'aldo breto,'aldo breto,'untuk ommobi dan arief muhammad kalian ber2 keren saya suka. saya tidak mementingkan siapa yg menang tapi saya sangat terhibur dengan konten ini makasih om dan bang udah bikin konten semenarik ini sehingga membuat saya bahagia,2,,[],'https://www.youtube.com/watch?v=UgzKr--vFHeX6F54u6h4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,13,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzXt8E1Jh6McuquVYd4AaABAg,29/12/2018 19:56,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UC2pMqRxp9UoWAezZW81iZYg,'mangan dolan,'mangan dolan,'Video paling keren nih konsep nya dari awal .<br />Sampe ada credit title sama om fitra di ending nya.mantap bangattt,2,,[],'https://www.youtube.com/watch?v=UgzXt8E1Jh6McuquVYd4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgxEKPLAwzkcu36uInN4AaABAg,28/12/2018 1:26,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCic5oo9m3arXeKryUnSEH6w,'Audiego Adinegoro,'Audiego Adinegoro,'video yang pake drone keren  kayak di game balapan �?,2,2,,[],'https://www.youtube.com/watch?v=UgxEKPLAwzkcu36uInN4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Motomobi ,'UgyN3MifyZPiqkwbEH14AaABAg,28/12/2018 11:59,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCiY2lGZMt-q0ctxgUVXrxKg,'Humaidi albukhori,'Humaidi albukhori,'Video&#39a bner keren banget om... editor&#39a gue acungin jempol....,2,,[],'https://www.youtube.com/watch?v=UgyN3MifyZPiqkwbEH14AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugx4GfH8zW8r6eTK4Rt4AaABAg,28/12/2018 19:26,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCHhCnboQHS4wf6bIhFtmU3g,'Pejuang SUBSCRIBE,'Pejuang SUBSCRIBE,'Vidionya keren abiss,2,,[],'https://www.youtube.com/watch?v=Ugx4GfH8zW8r6eTK4Rt4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugx8J7IdNemW6gTIMyx4AaABAg,28/12/2018 20:04,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCKodRQ4XxF5-37jP_nRAwsQ,'Cendol Ngeunah,'Cendol Ngeunah,'walopun ngga sekeren seri2 top gear  tp ini sebuah kemajuan di dunia otomotif indonesia. salut buat om mobi &amp kawan2,2,2,,[],'https://www.youtube.com/watch?v=Ugx8J7IdNemW6gTIMyx4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Motomobi ,'UgzLestnC5VP5uHG5AB4AaABAg,28/12/2018 23:13,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCoPO5-I0YXxZiTTPSrEbRAA,'Bang Hans,'Bang Hans,'Wanjir endingnya keren polll,2,,[],'https://www.youtube.com/watch?v=UgzLestnC5VP5uHG5AB4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgyXS54jb5G4WBkrWVl4AaABAg,28/12/2018 0:59,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCibwmGgvNs0MewBTWJyuUNA,'BANGGEMBUL,'BANGGEMBUL,'Wuanjir om yongki pas nge joki keren banget cuk KALEM2 SEREM.....😲👌,2,,[],'https://www.youtube.com/watch?v=UgyXS54jb5G4WBkrWVl4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgyRqleK9pfFWIysjCB4AaABAg,28/12/2018 0:17,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCYctIiDGtQy6ieoA2CgTg1Q,'Hezsell Ng,'Hezsell Ng,'Ya jelas lebih keren estilo arief lah udh kyk mobil balap tampangnya udh kyk mobil anak milenial cmn arief kalah karena yang satu turbo yang satu N/A jelas kalah lah n/a lawan turbo. Pokoknya om mobi curg pake turbo,2,,[],'https://www.youtube.com/watch?v=UgyRqleK9pfFWIysjCB4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzIyif3k97bPtW707l4AaABAg,28/12/2018 18:14,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UC4bqqn0GsxVjCZfijPBUVBA,'CAK,'CAK,'yang kuning lebih keren karena spongbob warnanya kuning,2,,[],'https://www.youtube.com/watch?v=UgzIyif3k97bPtW707l4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgxpfwfCMH8KvDz6K5J4AaABAg,29/12/2018 11:57,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCguXBFhYVDBizpQxAEUMk7A,'zakki zain zaidan,'zakki zain zaidan,'Yang lebih baik dan lebih keren adalah mobil kuning punya Arief muhammad,2,,[],'https://www.youtube.com/watch?v=UgxpfwfCMH8KvDz6K5J4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'Ugycogc0xiaZcbVKix54AaABAg,28/12/2018 23:10,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCE-bNlb-B2UfL76GvpyxyZg,'Hendra finger,'Hendra finger,'Yeeeeee mantap om,2,,[],'https://www.youtube.com/watch?v=Ugycogc0xiaZcbVKix54AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'Ugwm_6IvkLiGtr1XgOB4AaABAg,28/12/2018 20:47,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCdc6_9VQREFUsz9FHb9gLfg,'Esa Wijaya,'Esa Wijaya,'Aaaaaasssssiiiiiiaaaapppp mantap,2,,[],'https://www.youtube.com/watch?v=Ugwm_6IvkLiGtr1XgOB4AaABAg,,'JG5P_qjCGBg,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'Ugy5vbEGv8RxS04_3ZF4AaABAg,28/12/2018 21:26,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCDhvJlZ71mEC9CVovU16oZw,'rady tiandy,'rady tiandy,'Boca edan hahahaha...mantap !!!,2,,[],'https://www.youtube.com/watch?v=Ugy5vbEGv8RxS04_3ZF4AaABAg,,'9H96XYtQbU0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'UgyMN4kf9yMyUOjZNyF4AaABAg,28/12/2018 10:25,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UChEGaKEvYxRVNChLxAbaZIA,'Bang Ijam,'Bang Ijam,'kalau di malaysia di buat prank terus bergaduh. haha. prank di indonesia mantap. salam dari malaysia,2,,[],'https://www.youtube.com/watch?v=UgyMN4kf9yMyUOjZNyF4AaABAg,,'PGM7ikrKsXY,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'Ugx5YCp9Vka5WPrT7l14AaABAg,29/12/2018 17:05,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCITJUFb-26AkRON_eZX-5HQ,'Calon ustadz channel,'Calon ustadz channel,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugx5YCp9Vka5WPrT7l14AaABAg,,'HJW2Ejjwu7g,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'UgzlRoXnSedY-Z2au9R4AaABAg,29/12/2018 17:05,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCEBRYg_NRWf78WUDLyRMFUg,'Farrel41jt Channel,'Farrel41jt Channel,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgzlRoXnSedY-Z2au9R4AaABAg,,'HJW2Ejjwu7g,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'UgzXHJBaokhIi84yLeB4AaABAg,29/12/2018 17:08,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCNuqr8-obkgV1KHSFjyKRdg,'FEBRIAN ADI 01,'FEBRIAN ADI 01,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgzXHJBaokhIi84yLeB4AaABAg,,'HJW2Ejjwu7g,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
