object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068903774880583680,01/12/2018 23:24,'social_media,'twitter,'status,'account,'548904824,'724140469,'BismaGR,'Bisma,'@IndosatCare gila jaringan lu makin ancur  makin kesini  ga bisa muter balek dan tentunya berat cuyyy 😭 Bangkenya ini sekali… https://t.co/kIuPZV5sWh,1,'http://pbs.twimg.com/profile_images/1053886018397528064/74e640zQ_normal.jpg,[],'https://twitter.com/statuses/1068903774880583680,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",157,1,0,0,,'Tokyo , jepang,,[],1,,,,'in,'en,,,,,,,,,,,,,,,,,
myXL Care,'1068903586283712512,01/12/2018 23:24,'social_media,'twitter,'status,'account,'480224156,'797976123946602496,'_baehaqi_,'Ahmad Baehaqi,'@myXLCare Sinyal nya kok jelek ya sekarang,1,'http://pbs.twimg.com/profile_images/797980467685257217/vlFKRZA6_normal.jpg,[],'https://twitter.com/statuses/1068903586283712512,'mung golek berita sing terupdate,'1068896133030670337,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",56,0,0,0,,'Magelang, Jawa Tengah,'male,"[""journalism""]",0,'Indonesia,'Magelang,'Jawa Tengah,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068904531692376064,01/12/2018 23:27,'social_media,'twitter,'status,'account,'548904824,'853215102610194432,'septiann230993,'Septian Nugroho,'@IndosatCare Agar tidak terpotong lagi pulsanya gimana ya min?,1,'http://pbs.twimg.com/profile_images/853217682287599616/BD_3gvJs_normal.jpg,[],'https://twitter.com/statuses/1068904531692376064,,'1068904236996616193,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",19,0,0,0,,'Ungaran, Indonesia,'male,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,
Smartfren Care,'1068904635266547713,01/12/2018 23:28,'social_media,'twitter,'status,'account,'376601151,'1904712744,'SuryaAnanta11,'SURYA ANANTA,'@smartfrencare admin @smartfrencare  tolong donk  saya pengguna internet smartfren Wilayah Prabumulih ,1, .  Kenapa… https://t.co/tWxteQAdG6,1,'http://pbs.twimg.com/profile_images/700680235923025920/g7vxD7n6_normal.jpg,[],'https://twitter.com/statuses/1068904635266547713,'My Love is Hearts,'1068852478324674561,'376601151,,,"[{""id"":""\\""376601151\\"""",""name"":""\\""smartfrencare\\""""},{""id"":""\\""376601151\\"""",""name"":""\\""smartfrencare\\""""}]",73,0,0,0,,'INDONESIA,'male,"[""art"",""game""]",0,,,,'in,'en,,,,,,,,,,,,,,,,
myXL Care,'1068905065040142337,01/12/2018 23:30,'social_media,'twitter,'status,'account,'480224156,'803495772847120385,'suplemen77oke,'suplemen77,'@myXLCare ga  cuma pengen ngatain aja,1, lagian percuma komplen, ga ngaruh, kasian orang customer care nya, ga tau ap… https://t.co/Nmnlwq6TBX,1,'http://pbs.twimg.com/profile_images/910012217671565313/L5oQgMYV_normal.jpg,[],'https://twitter.com/statuses/1068905065040142337,'Menjual suplemen kesehatan. Hanya produk-produk berkualitas, aman, dan halal,'1068903512342388737,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",112,0,0,0,,'Indonesia,,"[""design"",""economy"",""fashion"",""marketing""]",0,,,,'in,'en,,,,,,,,,,,
myXL Care,'1068905060384485376,01/12/2018 23:30,'social_media,'twitter,'status,'account,'480224156,'1686571676,'xl_maling_pulsa,'Cowo xxx,'@myXLCare Tai l xl anjing bacot ama congor doank l gedein kampret,1,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1068905060384485376,,'1068896133030670337,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",21,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
myXL,'1068905334306033664,01/12/2018 23:31,'social_media,'twitter,'status,'account,'82552414,'1870268070,'riyadiagung12,'IG:GAUNGRIYADI,'@myXL Fortunately gwe setia batt sumfee sama XL absolutely gk boong ini cuman tolong dong di kasih yg terbaik buat usernya. Thanks @myXL myXL,1,1,'http://pbs.twimg.com/profile_images/1068909050090246145/9KHdAJsJ_normal.jpg,[],'https://twitter.com/statuses/1068905334306033664,'I'm so f*cking gratefull with all of this,'1068331179017887744,'82552414,,,"[{""id"":""\\""82552414\\"""",""name"":""\\""myXL\\""""},{""id"":""\\""82552414\\"""",""name"":""\\""myXL\\""""}]",429,0,0,0,,'Jakarta Barat, DKI Jakarta,,[],0,'Indonesia,'Jakarta Barat,'DKI Jakarta,'in,'id,,,,,,,,,,,,,,,,
Smartfren,'1068905696069017600,01/12/2018 23:32,'social_media,'twitter,'status,'account,'64924675,'2572508426,'dlayunk,'Abby Dondi Layunk,'@smartfrenworld sudah saya coba di 4 hp xiaomi  yg ga bisa di xiaomi redmi note 4g sama redmi 2,1,1,'http://pbs.twimg.com/profile_images/1027222550957289473/W-ul-p6V_normal.jpg,[],'https://twitter.com/statuses/1068905696069017600,'HAMPURA DEWEK KASEP !!!,'1068904101273063424,'64924675,,,"[{""id"":""\\""64924675\\"""",""name"":""\\""smartfrenworld\\""""}]",49,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
'xl,'1068905793833947138,01/12/2018 23:32,'social_media,'twitter,'status,'keyword,'xl,'958549447658516480,'YelisettiNaveen,'Naveen Yelisetti,'@winsttonxavier @padmanabhasimh Kings XL Punjab endi saami😂😂,1,'http://pbs.twimg.com/profile_images/958554288980033537/nv-xHoAj_normal.jpg,[],'https://twitter.com/statuses/1068905793833947138,,'1068807588022751232,'773039313055383553,,,"[{""id"":""\\""773039313055383553\\"""",""name"":""\\""winsttonxavier\\""""},{""id"":""\\""930121683838451712\\"""",""name"":""\\""padmanabhasimh\\""""}]",11,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068905857860026368,01/12/2018 23:33,'social_media,'twitter,'status,'account,'548904824,'2580541676,'ayya_be19,'Ayya,'@DesikaIR @zein_kariem @IndosatCare Udah dari dulu kali kalo indosat itu gk enak sinyalnya. 😂,1,'http://pbs.twimg.com/profile_images/991366931255971840/ZFekgkqK_normal.jpg,[],'https://twitter.com/statuses/1068905857860026368,'Everyone should learn to program, but not everyone should be a programmer. Keep code with your spirit!,'1068901404276748288,'2583437622,,,"[{""id"":""\\""2583437622\\"""",""name"":""\\""DesikaIR\\""""},{""id"":""\\""3123877572\\"""",""name"":""\\""zein_kariem\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",423,0,0,0,,'Wonosobo - Konohagakure,,"[""technology"",""game"",""marketing""]",0,'Indonesia,'Wonosobo,'Jawa Tengah,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068905929289031680,01/12/2018 23:33,'social_media,'twitter,'status,'account,'548904824,'945570714953834496,'fcclslike,'.,"'@IndosatCare hai, mau tanya. kenapa ya saya pencet *123# tapi yg muncul malah ""connection problem"" terus? padahal jaringan juga lumayan",1,'http://pbs.twimg.com/profile_images/945572417497219072/13GZkkTn_normal.jpg,[],'https://twitter.com/statuses/1068905929289031680,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",1,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068905885689307136,01/12/2018 23:33,'social_media,'twitter,'status,'account,'548904824,'1271753772,'arisfananda,'aris fananda,'@IndosatCare mohon bantuannya min�?   internet segini bisa apa coba,1, buka status WA aja gak bisa 😥 https://t.co/zPz49X3Mg6,1,'http://pbs.twimg.com/profile_images/934405368129536000/3Y6q8quM_normal.jpg,"[""http://pbs.twimg.com/media/DtWEPHfU4AEMiIw.jpg""]",'https://twitter.com/statuses/1068905885689307136,'baik baik baik,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",16,0,0,0,,,'male,"[""technology""]",0,,,,'in,'id,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068906317731909632,01/12/2018 23:35,'social_media,'twitter,'status,'account,'548904824,'1128179137,'jinribaby,'Sulli,'@IndosatCare hello  ini kenapa ya data sudah nyala tapi tidak loading? Lagi gangguan kah? Mohon infonya. Hampir setiap hari seperti ini. [],1,1,'http://pbs.twimg.com/profile_images/1066863526566756352/BQkJHa6x_normal.jpg,[],'https://twitter.com/statuses/1068906317731909632,'( 🎬 — PARODY )  ﾟ✧설리 is her name, A jelly who can smile with her eyes and cheer up the world. A tsundere Jelly, Choi Jinri ✧ 94’s PRIDE ✧ (ENG / BHS),,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",4135,0,0,0,,'mostly on mt,,"[""culinary"",""education"",""marketing""]",0,,,,'in,'en,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068906364007641088,01/12/2018 23:35,'social_media,'twitter,'status,'account,'548904824,'929696203008180229,'rysta_adelia,'Adelia Marista,'@IndosatCare Ini saya udah dapet sms pembaharuan jaringan. Tp sinyal ttp aja ga bs connect sama sekali. Gimana ini.… https://t.co/6RRYoDxHP4,1,'http://pbs.twimg.com/profile_images/929701351348584450/qitiPcVS_normal.jpg,[],'https://twitter.com/statuses/1068906364007641088,'Just write, then the world will know the way you think,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",18,0,0,0,,,'female,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068906721559494658,01/12/2018 23:36,'social_media,'twitter,'status,'account,'548904824,'1052967281657962496,'NandaGuslia,'Guslia Dwi Nanda,'@IndosatCare Wahhh  emang gak bisa dibantu ya kak? Saya sangat butuh bantuan kakak,1,1,'http://pbs.twimg.com/profile_images/1058234899641991168/2GPx0yYg_normal.jpg,[],'https://twitter.com/statuses/1068906721559494658,'call me nan😊 @gusliadwinanda,'1068904806457270272,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",0,0,0,0,,,'female,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068907258174558208,01/12/2018 23:38,'social_media,'twitter,'status,'account,'548904824,'1360979198,'entung__,'Arjun,'@IndosatCare Tolong dong jangan konyol! Masa malam2 begini sinyal tiba2 down. Emang ada gangguan di indosat. Mohon… https://t.co/gyNnrSXp18,1,'http://pbs.twimg.com/profile_images/909795577033981952/iHWRYChQ_normal.jpg,[],'https://twitter.com/statuses/1068907258174558208,'Javanese || Coffee addict,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",97,0,0,0,,'Nomaden,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
3 Indonesia,'1068907772111073280,01/12/2018 23:40,'social_media,'twitter,'status,'account,'63433517,'436012982,'parbolox,'MArvel Frank,'@ferdykwee @triindonesia iya bener bang  parah bener dah ini provider Three.,1,1,'http://pbs.twimg.com/profile_images/1027075271407493122/x9JSrnkN_normal.jpg,[],'https://twitter.com/statuses/1068907772111073280,,'1068906284924063745,'127845072,,,"[{""id"":""\\""127845072\\"""",""name"":""\\""ferdykwee\\""""},{""id"":""\\""63433517\\"""",""name"":""\\""triindonesia\\""""}]",25,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Smartfren Care,'1068907919125635072,01/12/2018 23:41,'social_media,'twitter,'status,'account,'376601151,'3528220158,'kimkeism,'kim chloe💕,'@smartfrencare Halo min masih belum bisa login my smartfren. Cek dm,1,'http://pbs.twimg.com/profile_images/832931987555917824/vo1XSKAN_normal.jpg,[],'https://twitter.com/statuses/1068907919125635072,'sleepyhead // dont follow me. follow your own heart instead. //dp by 141112_lvlz                           �?�lovelinus�?�rvstan,'1068892642078015490,'376601151,,,"[{""id"":""\\""376601151\\"""",""name"":""\\""smartfrencare\\""""}]",5,0,0,0,,'러블리즈8,'female,"[""art"",""game""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068908326098894848,01/12/2018 23:42,'social_media,'twitter,'status,'account,'548904824,'3426290652,'dopicay,'picay✨,'@IndosatCare Kak pop up muncul terus. Kak respon dong,1,'http://pbs.twimg.com/profile_images/1067620369970814976/zD59tae1_normal.jpg,[],'https://twitter.com/statuses/1068908326098894848,'�?��?��?,'1063535839790145536,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",161,0,0,0,,'Indonesia,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
myXL Care,'1068908289130323968,01/12/2018 23:42,'social_media,'twitter,'status,'account,'480224156,'96506268,'iyaksatria,'satria khalif,'@myXLCare sinyal XL di sumur batu  kemayoran kenapa seminggu ini jelek terus ya :(,1,1,'http://pbs.twimg.com/profile_images/545463824564756480/vGA4CRNS_normal.jpeg,[],'https://twitter.com/statuses/1068908289130323968,'Man gotta do what man gotta do ! | Do it with passion or not at all,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",468,0,0,0,,,'male,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
'Vario,'1068956198978768896,02/12/2018 2:53,'social_media,'twitter,'status,'keyword,'Vario,'1061223653025570816,'firman26099784,'firman,'@AstraHondaCare dear All sy kecewa entah dengan produk atau pelayanan.. beberapa kali klaim suara berisik dan sanga… https://t.co/ZCsCZKIV91,1,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1068956198978768896,,'1066289227351023616,'1061223653025570816,,,"[{""id"":""\\""2905867182\\"""",""name"":""\\""AstraHondaCare\\""""}]",1,0,0,0,,,'male,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Taufik TMCBlog,'UgyHp9r-_bpwoQU1eqN4AaABAg.8oIbbQaCI878oLMHKPS_Ob,02/12/2018 12:08,'social_media,'youtube,'comment,'account,'UChmRpXbwX7eTVKmuL-H3u6Q,'UCxxautyckWN0NOB6TbVCpug,'George Iqbal Muhammad,'George Iqbal Muhammad,'+sarif H semoga yg Cb250rr keluar biar matiin nih z250 kaya kmrn CBR250rr matiiin ninja .eh tetep aja g bisa ngalahin CBR 😂😂 wkwkwk kasian yg kluar modelnya jadi culun bgini nih kaukaki 😂,1,,[],'https://www.youtube.com/watch?v=UgyHp9r-_bpwoQU1eqN4AaABAg.8oIbbQaCI878oLMHKPS_Ob,,'DRbC3Ham6Fs,,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,,,,,,,,,
'nmax,'1069211231829934080,02/12/2018 19:46,'social_media,'twitter,'status,'keyword,'nmax,'2952296401,'lemonadeict,'�?�,'@kurniahrwt @sclkidds Karena motor beat ga semahal nmax tolo,1,'http://pbs.twimg.com/profile_images/1064744359529144320/yf6n0Aes_normal.jpg,[],'https://twitter.com/statuses/1069211231829934080,,'1069209808547405825,'323019747,,,"[{""id"":""\\""323019747\\"""",""name"":""\\""kurniahrwt\\""""},{""id"":""\\""3059693761\\"""",""name"":""\\""sclkidds\\""""}]",153,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
'nmax,'1069222533445038080,02/12/2018 20:31,'social_media,'twitter,'status,'keyword,'nmax,'321974736,'Lindaamga,'Lindaa,'Kelemahan saat make nmax adalah ga bisa parkir,1,1,'http://pbs.twimg.com/profile_images/1068808743960248320/oIneNCz6_normal.jpg,[],'https://twitter.com/statuses/1069222533445038080,'Faculty of Law '18,,,,,[],627,0,0,0,,'+62,,"[""law""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,
Stefanus Eklesia,'UgysGTXxck3z2geFIU54AaABAg.8oLVkL6CJcz8oMPOSjXVKE,02/12/2018 21:54,'social_media,'youtube,'comment,'account,'UCW5GhuV-seQ5asfbW2zisDw,'UC3ke015FdYXlERMiZGTyHeQ,'Derrens Yovistan,'Derrens Yovistan,'+HosanaJefferson fyi  ninja 250sl beda stang ama ninja 250fi. 250sl nunduk parah,1,1,,[],'https://www.youtube.com/watch?v=UgysGTXxck3z2geFIU54AaABAg.8oLVkL6CJcz8oMPOSjXVKE,,'cwDVeJI2wm0,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,
'vario,'UgxGEUXkeuQWkgGNbB54AaABAg,03/12/2018 20:58,'social_media,'youtube,'comment,'keyword,'vario,'UCBRYCMOn4SRn-9xuMlO_Ohw,'Adi Darma Surya,'Adi Darma Surya,'Saya mah Freego S aja dah. Fitur lengkap plus keyless,1,,[],'https://www.youtube.com/watch?v=UgxGEUXkeuQWkgGNbB54AaABAg,,'NkEvMWTU7TA,,,,[],0,0,2,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
'vario,'UgzOQjVjwUgf8PWmkox4AaABAg.8oOYk0EhOkn8oOuddg53Sk,03/12/2018 21:15,'social_media,'youtube,'comment,'keyword,'vario,'UCBRYCMOn4SRn-9xuMlO_Ohw,'Adi Darma Surya,'Adi Darma Surya,'Coba deh di Jakarta atau Pulau Jawa Yamaha lebih unggul dibandingkan Honda,1,,[],'https://www.youtube.com/watch?v=UgzOQjVjwUgf8PWmkox4AaABAg.8oOYk0EhOkn8oOuddg53Sk,,'NkEvMWTU7TA,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
'honda,'1069766165742809088,04/12/2018 8:31,'social_media,'twitter,'status,'keyword,'honda,'3307377830,'lexhalle,'Lexi,'rip honda. https://t.co/anFKPz6wgc,1,'http://pbs.twimg.com/profile_images/1069793451326107648/NEyV7HuE_normal.jpg,"[""http://pbs.twimg.com/media/DtiSnnPUUAE6aCF.jpg""]",'https://twitter.com/statuses/1069766165742809088,'Photography. Texas Roadhouse.,,,,,[],634,0,13,0,,'w Ismael✨,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Taufik TMCBlog,'UgyQK0M6EXhaxfj5yC94AaABAg,04/12/2018 17:04,'social_media,'youtube,'comment,'account,'UChmRpXbwX7eTVKmuL-H3u6Q,'UCV8BobM2Z954z2BANeblRYw,'SALAM OLAH RAGA,'SALAM OLAH RAGA,'Masukan buat yamaha. Konsumen kurrang suka tangki yg di ttp cover. Konsumen lbh suka tangki langsung besi. . Itu pendapat temen temen yang pernah saya tanyai,1,,[],'https://www.youtube.com/watch?v=UgyQK0M6EXhaxfj5yC94AaABAg,,'RIjrnbZZqdo,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
JodieMotovlog HD,'UgwmBqzKbMTzS9pfhL14AaABAg.8nQSkkPfnm_8oRCWINZvkQ,04/12/2018 18:38,'social_media,'youtube,'comment,'account,'UCv56bTPJNB5OPJU3o17To9Q,'UCEGHp77H4yOnd0LngDjMUGQ,'Idha Maheza,'Idha Maheza,'Yamaha.. Tolong.. R25 yang dulu aja.. Yg di terbitkan..karna..r25 yg dulu paling garang.. Paling keren.. Paling laju di kelas 250 yg baru ini di stop dulu penjualan nya..,1,,[],'https://www.youtube.com/watch?v=UgwmBqzKbMTzS9pfhL14AaABAg.8nQSkkPfnm_8oRCWINZvkQ,,'KG4Ne-qb_5g,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
Taufik TMCBlog,'UgyRTdXjRd1WvfkeFZN4AaABAg,04/12/2018 18:47,'social_media,'youtube,'comment,'account,'UChmRpXbwX7eTVKmuL-H3u6Q,'UCTwy5PhpIMAEdy2SYtYfV9g,'Time,'Time,'Ada yang tau ga napa yamaha tambahan 5cc semua motor 150ccnya serius gw nanya soalnya menurut gw agak aneh ngelewatin cc yang biasa dipake dipasaran,1,1,,[],'https://www.youtube.com/watch?v=UgyRTdXjRd1WvfkeFZN4AaABAg,,'RIjrnbZZqdo,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,
'suzuki,'1069981278064136192,04/12/2018 22:46,'social_media,'twitter,'status,'keyword,'suzuki,'989120725,'A_Lucky_Fu,'Anak Bantaran Sungai,'@G_Arhea Hahahaha iya it s ok 👌 Lucu emang  tapi nyaman ngga yah.. kurang yakin sama suzuki,1,1,'http://pbs.twimg.com/profile_images/1047815588175785984/MnT5zYlJ_normal.jpg,[],'https://twitter.com/statuses/1069981278064136192,'Mengalir...,'1069979144258125824,'1029317702521769987,,,"[{""id"":""1029317702521769987"",""name"":""G_Arhea""}]",88,0,0,0,,'DAS (Daerah Aliran Sungai),,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Taufik TMCBlog,'UgztgPl9jx14CAzZpmh4AaABAg.8oQbs8_UIkM8oSePglRJAu,05/12/2018 8:10,'social_media,'youtube,'comment,'account,'UChmRpXbwX7eTVKmuL-H3u6Q,'UCtjtGvDMRyyGM5-EpiRhlQQ,'Gilland Channel,'Gilland Channel,'honda GTR juga terlalu tinggi joknya :),1,,[],'https://www.youtube.com/watch?v=UgztgPl9jx14CAzZpmh4AaABAg.8oQbs8_UIkM8oSePglRJAu,,'RIjrnbZZqdo,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
'xabre,'1070172979126910976,05/12/2018 11:28,'social_media,'twitter,'status,'keyword,'xabre,'554110152,'najib_im,'Imam M Najib,'Xabre  kamu keren. Tapi banyak jajan,1,1,'http://pbs.twimg.com/profile_images/1037961002841604096/oqWh05sn_normal.jpg,[],'https://twitter.com/statuses/1070172979126910976,'S.Ikom mendatang!,,,,,[],230,0,0,0,,'Tangerang,'male,[],0,'Indonesia,'Tangerang,'Banten,'in,'id,,,,,,,,,,,,,,,,,
'scoopy,'UgzbSytJVpfUpK86e054AaABAg,05/12/2018 13:21,'social_media,'youtube,'comment,'keyword,'scoopy,'UCzVLnZyTbAILVC4QG9B1JvQ,'Roni Safutra,'Roni Safutra,'Jelek,1,,[],'https://www.youtube.com/watch?v=UgzbSytJVpfUpK86e054AaABAg,,'IZdYA7VHPhI,,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,,,,,,,,,
'scoopy,'UgyRADRzbq-zqt17cpR4AaABAg,05/12/2018 16:01,'social_media,'youtube,'comment,'keyword,'scoopy,'UCP0j1D-TLvfyBlZMqtjrOFg,'AFIF ROHMAN SOLEH SETIYONO,'AFIF ROHMAN SOLEH SETIYONO,'Sumpah jelek<br />Bagusan yg skrng,1,,[],'https://www.youtube.com/watch?v=UgyRADRzbq-zqt17cpR4AaABAg,,'IZdYA7VHPhI,,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,,,,,,,,,
Taufik TMCBlog,'Ugxfawoj4qg0K73nRBh4AaABAg,05/12/2018 17:40,'social_media,'youtube,'comment,'account,'UChmRpXbwX7eTVKmuL-H3u6Q,'UC8XsFcrJyrff2vLC3kEdxKQ,'amel hasna,'amel hasna,"'Calon motor discontinued wkwk nyesel beli scooter yamaha hobi banget gonta-ganti nama. Scooter Honda punya brand kuat vario,beat,scoopy yang trus dikembangin tiap generasi. Terbukti mayoritas konsumen lebih suka karna nyaman.. <a href=""http://www.youtube.com/results?search_query=%23nooffense"">#nooffense</a>",1,,[],'https://www.youtube.com/watch?v=Ugxfawoj4qg0K73nRBh4AaABAg,,'Q1Pfarwv4Vo,,,,[],0,0,0,0,,,'female,[],0,,,,,,,,,,,,,,,,,,,,,,,
'scoopy,'Ugw1C9ng034UtluNTS14AaABAg,05/12/2018 17:58,'social_media,'youtube,'comment,'keyword,'scoopy,'UCnRBYDlZYKIcxjA_XyUABwg,'Apep Hadiat,'Apep Hadiat,'paling jg Mesin PCX di pasang di scoopi,1,,[],'https://www.youtube.com/watch?v=Ugw1C9ng034UtluNTS14AaABAg,,'IZdYA7VHPhI,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
'scoopy,'Ugw1C9ng034UtluNTS14AaABAg.8oThjEM5rGo8oTk2z4_9G5,05/12/2018 18:18,'social_media,'youtube,'comment,'keyword,'scoopy,'UC2mqezeVLT4jzUnJj5NL2Qw,'si sami'un,'si sami'un,'mesinya sama vario 150 sama pcx,1,,yg ni juga ngekor kyaknya,1,,[],'https://www.youtube.com/watch?v=Ugw1C9ng034UtluNTS14AaABAg.8oThjEM5rGo8oTk2z4_9G5,,'IZdYA7VHPhI,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,
'scoopy,'Ugz_GAy1YCevJMpugB54AaABAg,05/12/2018 18:22,'social_media,'youtube,'comment,'keyword,'scoopy,'UC-voY5p87TPUXegLUVwvhhQ,'Wahyu Perdana Putra,'Wahyu Perdana Putra,'sanga buruk.. masih keren model scoopy esp iss cbs yang skrg..<br /><br />menurut saya kenapa tidak membuat konsep yg sama dengan vespa sprint 150 yang terkesan lebih elegan..,1,,[],'https://www.youtube.com/watch?v=Ugz_GAy1YCevJMpugB54AaABAg,,'IZdYA7VHPhI,,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,,,,,,,,,
'scoopy,'UgzpEF9an2OGGeBRMUN4AaABAg,05/12/2018 18:25,'social_media,'youtube,'comment,'keyword,'scoopy,'UCbplKnxnYa3RS5b7xSo3mPw,'Baskoro Widiakto,'Baskoro Widiakto,'Nunggu Suzuki Brugman aja....mn nih pecinta suzuki,1,,[],'https://www.youtube.com/watch?v=UgzpEF9an2OGGeBRMUN4AaABAg,,'IZdYA7VHPhI,,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,,,,,,,,,
'scoopy,'UgybgjhMbcGE88KSuyJ4AaABAg,05/12/2018 18:43,'social_media,'youtube,'comment,'keyword,'scoopy,'UCbx-eMj8Pkmu7BZ5FtLa2hQ,'yatman patiwara,'yatman patiwara,'Disain nya jelek,1,,[],'https://www.youtube.com/watch?v=UgybgjhMbcGE88KSuyJ4AaABAg,,'IZdYA7VHPhI,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
'scoopy,'UgzWJkHkfkTMvk76j1x4AaABAg,05/12/2018 18:52,'social_media,'youtube,'comment,'keyword,'scoopy,'UCXRqBCsPbxwxPEYTOuaD0Gw,'Udi art,'Udi art,'Kaya motor alien 👽,1,,[],'https://www.youtube.com/watch?v=UgzWJkHkfkTMvk76j1x4AaABAg,,'IZdYA7VHPhI,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
'nmax,'1070286754194718720,05/12/2018 19:00,'social_media,'twitter,'status,'keyword,'nmax,'608937277,'gaeranchimmy,'el mariajin,'naik goride dapet nmax pegel ugha kaki ya :),1,'http://pbs.twimg.com/profile_images/1069269817926938624/2dX4T1nT_normal.jpg,[],'https://twitter.com/statuses/1070286754194718720,'[ 29 04 17 ] fanacc - @bts_twt,,,,,[],436,0,0,0,,'Indonesia,,[],0,,,,'tl,'id,,,,,,,,,,,,,,,,,,
